Id,Review,Label
95818,"Useful course, really helpful to my consulting case interview",1
95819,A very good course to take to further deepen your knowledge about business strategies.,1
95820,"Really advanced thinking in strategy, excellent work by Darden Business School. Particular appreciation for Prof. Jared D. Harris and Mike Lenox for their competency in the subject matter.",1
95821,Thank you to the professors and this has been a good value add to my knowledge!,1
95822,"Very well structured, valuable content/tools and concise (to the point).",1
95823,Excellent follow up on Foundations... Look forward to other courses in Specialization...,1
95824,well prepared course with very clear material. Thank you,1
95825,Fantastic! Peter!,1
95826,"A great course, very good methodology, the explanation of teachers is very clear, the examples used are of great help in understanding the course topics. It fully met expectations.",1
95827,"Wonderful course, great material and well laid out! Professors, Cases, Examples have all been extremely beneficial",1
95828,"I enjoyed taking the class... the video lectures were great with clear real life examples. One of the better classes I have taken i CourseraOne suggestion : rather than just reading a case study weekly, we can do some analysis like PEST or 5 Forces and have a peer review. This builds confidence towards capstone.",1
95829,"This course is exceptional it gives the better understanding of Business strategy, i wonder why university credits are being denied for someone who has successfully passed courses like these, may the authorities reconsider their decision.",1
95830,Really good course!,1
95831,Excellent course. Recommend it to anyone who would like to grow professionally.Thank you and very grateful to all the professors!!,1
95832,The content was very good and informative. It just that I couldn't relate the later part of the module as I have not been a part of any industry as such.,1
95833,This is an excellent course and the professors have presented the subject in a lucid manner. It is quite easy to understand the concepts and particularly applying those concepts to the assignments is an immense learning experience.,1
95834,As always both professors deliver a clear and user-friendly experience in the business strategy world. Great cases and case reviews. very enjoyable course.,1
95835,its my first course. its amazingthanks for making this possible,1
95836,"Hi,The course lessons are practical, with case studies that helps you to internalize the concepts and visualize ways that you can apply it realistic examples.",1
95837,Another great class. Really gets you thinking. I doubt I will unlearn anything from this course. Good stuff.,1
95838,Excellent course and teacher. Congratulations!!,1
95839,"My first course on Coursera was Fundamentals of Business Strategy, by professor M. Lenox. When I saw this course coming, I had no doubt I have to take it. I like it for being short, compressed, professional and straight to the point!",1
95840,Thanks for valuable tools!,1
95841,"Very useful and valuable course! Easy to understan, clear and interesting manner of teaching of both course instructors. Worth passing if you are interested in business and strategy.",1
95842,Very useful course!,1
95843,A brilliant course. Well taught and well laid out.,1
95844,"Great course for both beginners with no prior experience (other than Statistical Reasoning 1) and intermediate-to-advanced biostatisticians (like me) seeking a refresher. Professor John McGready does a fantastic job explaining fundamental biostatistics concepts and methodologies in an easy-to-understand, example-rich way, while keeping you on your toes with interesting side notes, helpful practice tests/homework, and a memorable sense of humor.",1
95845,Great course to improve your skills related to statistical data analysis focused on health domain,1
95846,Good practice exercices and with detailed solutions,1
95847,"Good course for understanding the basical mechanics behind regression analysis, mainly logistic, linear and Cox proportional hazards.It will not, though, discuss how to do it in statistical packages.",1
95848,"This course provides a strong foundation for understanding regression analysis. It covers both simple and multiple regression that can be applied to either linear, logistic, or Cox regression models. Prof. McGready guides you from estimation to interpretation of regression coefficients through different kinds of literature examples. In addition, you learn how to choose the best model, how to assess confounding, and how to investigate effect modification. Awesome course!",1
95849,Wonderful course with wonderful instructors,1
95850,may be the best of the 6 modules,1
95851,An overall fulfilling experience! I enjoyed this course thoroughly and after finishing it I feel myself many steps closer towards higher studies in the same discipline. :),1
95852,Wonderful course!,1
95853,Great course with lots of input. Proper learning and dedication to the work.,1
95854,"I think this was an extremely practical course, with information about how to run the sprints, and a lot of details to support the preparation and running of the actual sprints.",1
95855,"I'm really getting into these courses. I find the instructor really good and engaging, especially given it's online",1
95856,I took the course without certificate and learned and lot. Material and videos are thorough and extensively understandable .,1
95857,This is a great source for new ideas in how to built fine products.,1
95858,"Great course about product design sprints, indispensable for agile managing. The quality of the content of the course is superb and the learners too. I highly recommend it.",1
95859,"I've begun using the lessons taught in this class, which has resulted in great success. Thank you Alex for providing this information. Thank you Coursera for establishing the platform in which these lessons are delivered.",1
95860,"I think that the information for the assignments must be more clear, templates for the tasks needs revision.",1
95861,Really good course about running product design sprints. Thank you!,1
95862,"If the lecture may speak a little bit slowly than he has, it will be much better. The content is very useful. And the questions at end of each session are very helpful for me to recap the course.",1
95863,"This course is very valuable and relevant (in current time). The course very elegantly brings design thinking, lean startup and Agile methodology together in one practice.",1
95864,I have learned alot from this course even though I have no experience using it at all. But now I am starting to use it and I go over at it all the time. Thanks Coursera!,1
95865,Excellent. Very practical training using Design sprints,1
95866,After ending all weeks and made all task I clearly see the agile path. I know - what direction I should chose and what I should do during the road.,1
95867,Top notch. This instructor is terrific. Really uses the Coursera platform to optimal effect.,1
95868,Good course. Few things towards the end of course were not quite clear to me.,1
95869,Course is good and they are working hard on having advisors available.,1
95870,"This course does an excellent job of breaking down the components of design sprints, offering an actionable formula for those new to this method of experimentation.",1
95871,Nice pace and videos well divided in an interesting and logical progression.,1
95872,"Really interesting course. I actually thought it was at least as good as the first and followed up on that material nicely. Overall, the content is extremely practical and gives you everything you need to plan and run a design",1
95873,Having successfully completed 'Getting Started: Agile Meets Design Thinking' I found this module partially confusing. It is also based on Alex Cowans' venture design process but this time on each step you do things that differ from what was taught in the previous course. Things seem to be complementary but you should not expect to go through a structured process over all courses. They are all based on the same process but shed light on different aspects.I also have the imporession that the didactics of this second course still coudl be improved a lot. Quizzes are currently reworked and bugs fixed and the team is very responsive.It still was a good learning experience and doing Design sprints is a great approach. From the review of assignments I can say that a few students seem to adapt better to the structure of the course that I did. But most seemed to be equally if not more confused. Doing reviews wasn't fun because formally most students got enough points but content-wise I perceived it as rather messy assignments to review. :/,1
95874,Pretty good material.,1
95875,"A practical, useful course on how to actually run these sessions. If you've run a design workshop, I think you'll appreciate the level of detail. If you're not going to run a design sprint or any kind of workshop in the next few months, maybe you skip over some of the checklists. That said, the main point of the course is practical preparation for doing these type of sessions, and for that I think it's very good.",1
95876,The course demonstrated a very thorough and practical way to implement the content learned in Course One. I especially liked that the course walked through an example from start to finish so you could explore each step of the sprint with a familiar problem scenario.,1
95877,"I thought it was good. Design sprints are popular but in practice there's a lot of detail you're left to figure out for yourself. The level of detail here was helpful for getting started.I would recommend taking their Course 1 (Agile and Design Thinking)- this seems to assume you know those concepts, which I guess is fair enough since it is one of Coursera's specializations.",1
95878,I posted questions and couldn't find any answer. The course also doesn't allow me to be creative (although it's about design!) in answering assignments.,0
95879,"I only did week one of the course and quit for the following reasons:Presentation of the content is too fast and provides little information among lots of noise. Most of what's said is generic keywords assembled in sentences that don't make much sense, or implies ""common sense"" evidences barely illustrated with vague figures and no sources to support them. It makes everything hard to follow for beginners and unconvincing for more advanced students.On top of that, I feel offended by the mysogynist examples and the underlying contradictory assumptions that designers outside of agile are basically incompetent while saying at the same time that they will just use methods they already know anyway.",0
95880,"This course can give you hands on advice on how to manage a sprint that solve a design issue. For my taste most of the information is far too specific and tied to one scenario. It's ok to present a detailed schedule with a number of minutes for breaks; it's also ok to assume a certain mind set for ""your manager"". However, I am missing the occasional bird's eye view, like how did we come to these conclusions and where do other team leads (maybe from different cultures) vary from these rules. In conclusion I would recommend the Agile course from Alberta University instead.",0
95881,One of the best courses in this specialization,1
95882,very useful,1
95883,very professional best in web!!,1
95884,very usefull course,1
95885,Creat teachers,1
95886,Great for the beginners to study about data structure,1
95887,Just read PPT,1
95888,Great class! Some quiz problems and coding problems are pretty difficult.,1
95889,thank you very much for this course. i had a really great time studying it and i hope this course will be useful for me in the future,1
95890,Very detailed and comprehensive material. Tests and exercices are a perfect support in order to reinforce the content.,1
95891,Very well put together course.,1
95892,"This was a great course and very relevant and useful. A big thanks to the lectures, UNSW and Coursera!",1
95893,Best choise for engineers!,1
95894,"Great course. It's very useful for people who are having the first contact with Systems Engineering. Very didatic. It really changed the way I see my area. I do recommend this course. It's challenging enough for not being tedious, and not too difficult to make us to give up. Congratulations!",1
95895,"The course outline is very good, however the presentation (especially the slides) can be monotonous. The usage of various system engineering terminologies and jargon can be intimidating at times. Appreciate the instructors intention of keeping the videos and material very digestible on a weekly basis, I would suggest them to include more case studies and activities, from the professional realm as well. I would also suggest them to bring in the awareness of various tools that are used throughout the systems engineering process. It is still an excellent course and would highly recommend to any engineer out there.",1
95896,Wonderful course: very detailed and informative. Absolutely worth taking. Highly recommended!,1
95897,"Great course! Well prepared, brief and to the point!",1
95898,I think it is a best course to,1
95899,This is an great introduction course for Systems Engineering. I wish I had known it before! Thanks for all the team who has developed it!,1
95900,A relly good introduction to System Engineering.,1
95901,It was a very good and interactive course by UNSW and coursera.I got to learn all the basics of system engineering.I would recommend it to everyone to atleast go through the course plan.This course helps in daily life also as we learn how to tackle and solve problems more conveniently and in a better and efficient way,1
95902,Excellent overview of the systems engineering methodology.,1
95903,A very well structured and presented,1
95904,"I am a Saudi engineer who found this course pretty amazing course , never ever gone through similar course, indeed, I will revisit and pay for it; reliable and sound basics of IE and Systems, looking for advanced course for the same or better coach to include them on my 2017/2018 developmental plan in coursera.I will send you my comments although I am not among top scored due to lack of time and lacking the good time management skills.However I am confident that I t will be of helpful as I am 12 years of experience in gas ,oil and energy projects management and quality in leading energy companies in Saudi Arabia in addition to hold master degree of engineering management in 2014.Thank you very much outstanding instructors and professorsMobasher , K.S.A -Jeddah Citystudent",1
95905,Very broad and concise approach to teaching Systems Engineering as an introduction. There is a lot of material available but this one has helped me to figure out the most important parts of the system development life cycle and where to search for more information. Thanks!,1
95906,Great app,1
95907,Excellent course. Thorough analysis of systems engineering.,1
95908,Thanks a lot to Dr Mike Ryan and Dr Ian Faulconbridge for this excellent MOOC.,1
95909,Very helpful course for those who want both to get more theoretical information and learn practical foundation of Business Analysis. I recommend this course as a part of preparations to Certification of Competency in Business Analysis exam.,1
95910,This is excellent and interesting course. The knowledge is need to many,1
95911,"This course gives a lot of insights into the SE activities, which we normally don't notice. This would be useful for the system developers as well System Safety engineers to appreciate the system",1
95912,Highly recommended course for all engineers. A real eye opener for me! Concepts have been explained clearly and with great examples. The extension exercises are a great way of learning and also the peer review lets you learn from others! I really enjoyed the course material and lessons by both the course instructors. Thanks a lot for the valuable knowledge!,1
95913,"The best thing about this course is paying attention to basis of SE. I studied some books and courses up to now, no one was better than this course.",1
95914,"Very well made, great contents. The only reason I removed a star is it seemed to me there was more topics in the quizes than in the course itself in the first part. It was a bit confusing and the quizes required to look up information on the internet and there was no real way to know these topics would be in the quizes. Otherwise, I enjoyed the class and learned a gread deal.",1
95915,"Excellent course! The content is great in quality, quantity and structure!! 5 stars to that! However, I am giving 4 stars since passing the course or not depends mostly on Extension Exercises, which at the beginning seem to be optional but they in fact mandatory.",1
95916,Very good content and delivered in an effective manner. Lots of information and examples are quite valuable and not provided in the slides so I recommend everyone to have the handouts at hand when studying for the assignments and exams.,1
95917,The course is totally magnificent. It helps me a lot. :-),1
95918,Excellent course of Introduction to Systems Engineering,1
95919,"It is not easy to teach a methodology, knowing that the students come from very different backgrounds and system domains. The instructors were able to teach the concepts with the right pace and to provide examples which were easy to follow. In my opinion, a key success criterion for the course is the chosen running example: a dwelling. Every student, independent from background and system domain, can relate to it and apply the methodology. Because of the dwelling example, students could review the work of other students and don't get confused by a system domain they don't understand. It is worthwhile to mention that the course material is based on ISO 15288 and ISO 29148. I can highly recommend the course as an introduction to Systems Engineering.",1
95920,Frequent and forced peer reviews with no opportunity to complete once deadline is missed makes this course nu-necessarily difficult for people with conflicting schedules and responsibilities.,0
95921,its good to learn this subject free of cost and amazing teaching method.,1
95922,"I just love this university, this course and this subject.",1
95923,Excellent class! Highly recommended to anyone who wants to learn the basics of business strategy. Professor Somay is a subject matter expert and his lectures are wonderful. Many thanks!,1
95924,Easy to learn with general concept within the business strategy's knowledge.,1
95925,Great course! Excellent professor.,1
95926,Learned a lof new things.,1
95927,Very interesting course. Thank you!,1
95928,"outstanding course. Efficient, strategic, very well structured and, what I especially like, it feels very personal because of those additional snippets like interviews, reports from football field. Great case studies. One of the best courses I've taken. Absolutely recommend it to anyone interested in introductory business strategy questions.",1
95929,THANK YOU!,1
95930,The best course I've taken on Coursera. Really should be considered as the epitome of how Coursera business courses are done. Extremely well laid out with excellent slides and the best transcripts I've seen. Tests and assignments are thoughtful and not full of trick questions. Writing essays as memo format another great touch. Bravo!!!,1
95931,Yet to complete the course but got inspired by intro lecture of Prof Somaya ! Awesome.,1
95932,Made business strategy understand very easily and in simple language by Prof Deepa Somaya.,1
95933,"A teacher, who really knows and understands the subject)",1
95934,Great course - learn a lot,1
95935,I really enjoyed the case studies in this course and the education on various frameworks felt like I could immediately use the material in real world scenarios. Highly recommended course materials.,1
95936,"I really like the course however it was too short and generic, and writing a memo as a repetation of the course was not that exhilarating...I haven´t used the discussion forums too much however I was expecting more on building business models...Probably it will be the subject of the next package but still 3 courses were too little as coverage....I really liked the alagories and interviews from real life experiences and thank you for the effort...",0
95937,Very good overview of the relevant concepts,1
95938,Very useful information,1
95939,"Fantastic course! ( always suggest to take the courses in sequence, but this one can be a stand alone course as well). I'm definately taking the next course as well! Very high quality of teaching as well as materials and other resources.",1
95940,Very practical and relevant course... I recommand it for all new entrepreneurs,1
95941,Great insight on business strategy which will enable me to conduct better analysis in my daily work. I highly recommend this course and this specializat,1
95942,"I had no idea how much I needed this course until I finished it! This Capstone is a must-do, for any business owner, because it requires you to understand your business in such a valuable way. Marketing is one of the most expensive elements of a business and, because Social Media is the most effective way to target a market, having an overview of how it works will make hiring your Social Media manager a less confusing experience and will help you understand your target market and its needs from a different perspective. Although I now have the tools and certification (yay!) to work in Social Marketing, this course showed me that it may not actually be my dream job, but that's a good thing for my company because I now know how to save money on marketing, how to create an actionable marketing budget, and how to listen to my market. I use the tools I learned in this course and from all the courses in this certificate series, but especially this course, over and over again as I continue to pitch and raise money for my company. Professor Hlavac truly enjoys teaching and, once I can afford it, I hope to be able to hire one of his students because he inspires greatness, rigor, and joy in Social Media Marketing, so I assume his students will as well!",1
95943,Great course. Loved the content and its delivery.,1
95944,"Why I think the Capstone Project is a great thing? How it brings the info from all of the previous courses in the Social Media Marketing Specialization together in one be picture. Basically, in this project you take all the knowledge and tools you've been given and put them together, which Professor Hlavac shows you very well how to do this step by step. The Excel spreadsheet examples you use are not difficult, but might like overwhelming for newbie. I would definitely use that tool for future social media strategies. I honestly, can't say enough for how professional and helpful Professor Hlavac is, I wish they could clone him for other courses. What an excellent communicator and I'm still amazed how quickly he responds to his students questions and remarks. I admire his work and his approach to making me feel as if I am his only students where there are thousands that take this specialization. I'm a little sad it over now. I enjoyed learning the material and I will be proud to have a certification from Northwestern University via Cousera. I'm also impressed with Northwestern University from what I've experienced in this specialization. Also, I'm sure I will refer back to the tools and the materials when working on a social media campaign.",1
95945,Just great.,1
95946,I am very grateful for the course. The fact that it gathered all the information and applied it to a meaningful experience helped me learn the material. I wish the professor would have given me constructive feedback on the project,1
95947,It was an insightful course which looked at key strategies most often ignored by social marketers. Randy did a great job on that excel sheet for the capstone project! Thank you.,1
95948,Thank you to all the team for such an amazing course. I love each one course within the Social Media Marketing. Really great.,1
95949,"Awesome specialization!I highly recommend, Professor Randy Hlavac taught us methodologies and useful tools for this project and for future projects in Social marketing with the Capstone project I can recognize that social marketing is an integral part of a business strategy.He was always great! I learned a lot in this specialization now I have a bigger vision for my future learning and for my startup.Thanks, Professor Randy, Northwester University and Coursera.",1
95950,Very very useful,1
95951,Awesome !! Thanks for a great learning project.,1
95952,Excellent introduction to marketing budgets,1
95953,The videos are great and the downloads made making sense of it all much easier. The Excel spreadsheets are very pragmatic and can easily be used for building out future social marketing plans.,1
95954,"Holy cow, the capstone project is amazing! I presented it to my boss, who has asked me to present my plan to the Senior Leadership Team in 2 weeks.",1
95955,"I think it is a great course which combines all the theory from the other courses that make up this specialization. I like the peer reviews since it gives you more insight into the subject matter from other points of view, however I do think that qualitative feedback from an instructor would be a serious plus that is lacking in the current set-up.",1
95956,Randy Hlavac is an amazing instructor! Great course!,1
95957,"Good explanations and good examples. Worth it! Even I already know about TDD, I learned a lot here.",1
95958,"It is more like a Junit course in the beginning or as far as i could watch. The methodology is not very precise and I could think in a few enhancements.Still, I could recommend for those who want just a initial contact with the method. No more than this.",0
95959,it's ok,1
95960,Very good course. The only thing that i'd like to mention is that sometimes the enunciate of the exercises is not so clear.,1
95961,very knowledgeable,1
95962,This course is understanding water and sanitation through the lens of economics. Lacked water and sanitation element through infectious disease (biological lens). I guess that is why its water supply and sanitation POLICY.,1
95963,A very informative course. You don't need to have any previous knowledge on the subject to understand the terms.,1
95964,"Thank you so much, what a great course! Thank you so much to firstly founders of this platform Coursera Mrs. Koller and Mr. Ng; then Mr. Larsen, to all contributors, supporters, I'm so appreciated that I could have taken this course! You're such a beautiful and amazing community! You really helped me so much to make my dreams come true. Thank you again for all!Best regards and best wishes,Zeynepgül Bayrı",1
95965,"While the content of this course was presented in an engaging way, the assessment task lacks context. To then be asked to peer review others based on this is particularly disengaging.",0
95966,"Second part of the specialization, this course will talk about Strategy Formulation. Like the first course, it's clear, concese with a final exam that lead us slowly to the the capstone project.",1
95967,"The Course is a great imprimer for Strategy Formulation. It has a lot of ""real life examples"" and a clear explaination of the main concepts!",1
95968,Excellent course with rich content and accurate delivery method. The subject was well delivered with simple analysis and pertinent references from real live business environment,1
95969,Perfect course,1
95970,Great class!,1
95971,"The course gave a nice overview on strategy formulation but was in my view a bit inconsistent. However I learned the main techniques used in formulation, so no regrets.",1
95972,"Course 1 was really enriching, but this second stage didn't achieve the level that it's supposed, videos should be remake in order to connect with learners, materials should be upgrade to fulfill expectations.",0
95973,Awesome class! A lot can be learned within a short period time here. The instructor's knowledge and command is extraordinary!,1
95974,"great material , great teacher",1
95975,I enjoyed this course and had fun applying the principles I learnt for the assignment. The video sessions were amazing and a huge thank you to our mentor!,1
95976,there's a lot to learn.,1
95977,The course content is presented in a very good way. It is explained in an understandable way and examples provide a good insight. The final assignment is ambiguously described. This is very frustrating if you invest a lot of time and recognize that all classmates proceeded in a different way.,0
95978,I wish teachers look at our work too rather than student though they do their jobs.,1
95979,It was an amazing experience! I´m sure I will soon use all I learned!thank you very much!,1
95980,"Contetnt is great, however sometimes it was really hard to listen presenter and see repeating gestures that confuses and not clear where is the main point.",1
95981,"Very insightful course, broaden my horizon over the new age of strategy formulation.",1
95982,Amazing course. Anyone can learn if interested. Appreciative lecture. Thanks.,1
95983,"Great course , It has a lot of topics you can use in the future that will help you improve your company's performance.",1
95984,Excellent case studies very helpful in demonstrating theories,1
95985,Really interesting course with real applications in the work environment. Highly recommended!,1
95986,"I felt the course was ok, but wanted more. It seemed very general, even with the focus in the end on e-Types.",1
95987,I think the level was a bit on the low side and the time i had to spend on each week was far less compared with the first module. Videos maintain high standard.,1
95988,There were the occasional moments when I had a hard time clearly understanding what the lecturer meant. Otherwise pretty good.,1
95989,great tool and greatly structured,1
95990,Loved it. In-depth framework on how to formulate the theories of strat,1
95991,strategy formulation is an excellent course,1
95992,"The speaking style and body language of the instructor was quite monotonous when teaching the content. For the most part of the course, it felt like the instructor was just ""reading"" the teleprompter without blinking for several seconds! He did not attempt to teach the students in these videos. It could have been MUCH better if he had used better presentation tools and shorter sentences.",0
95993,Wonderful course and I strongly recommend it for management.,1
95994,"Teacher is good, also the contens are very interesting. However i felt the capstone must be clearer in order to follow the previous one. They have both the same situation, but there is something missing between capstone 1 and 2. Maybe it is the way it is conceibed, the questions were not clear at all.",1
95995,Excellent learning experience. Excellence use of forum (next to Quizzes) for self reflection on new knowledge and interactions with other students.,1
95996,"This course was more diverse than I thought it would be and I really enjoyed it, however I thought the end of year project could have provided more differentiated prep material as that confused me.",1
95997,Excellent course. Great learning. Top Notch facility. Definitely recommended for somebody who want to learn Strategy Formulation in detail.,1
95998,good concepts,1
95999,Excellent course building on previous learning . Excellent case studies,1
96000,"Good introduction to the basics of strategy formulation - includes some basic concepts in defining strategy, a few concepts related to strategy analysis and strategic decision making. Course ends with an opportunity to demonstrate learning objectives through a capstone case on E-Types design agency.",1
96001,Great course!,1
96002,"The course content itself was good, however the final assignment was vague and confusing. I think my coursemates had the same problem; all of the submissions I reviewed failed to discuss in any way at least one of the learning objectives.",1
96003,Great class. Really learned a lot.,1
96004,Good examples and themes.,1
96005,Not too much different information from what can be found in internet for free.If it was cheaper the relationship cost-quality could improve.,1
96006,I'm blown away by the content of this course and what I've learned. I took a strategy class before but the content in this one is so clear and well explained.,1
96007,"Very interesting, very professional course, I loved it! :) Many thanks!",1
96008,"This is a very simple, brief and useful course.The modules are short, concise but do not go into lot of details. Is a good course to audit/browse for free but may not be good enough against a verified option. Anyways, paying for verified course is subject to personal value derivation.While I had rated earlier for the above reasons before the course finished. I am facing the exact same problem with this course as I faced with earlier course.The grading process is badly constructed for final assignment. In fact, now I am learning from coursera staff that may be there are not enough students to grade my peer review assignment.So please do audit this course but do not be trapped in specialization.Cheers..",0
96009,"Very down-to-earth and hands-on approach for a subject that - in the wrong hands - might be very abstract. I think that examples, companies and questions were challenging and entertaining. I learned a lot and have built my strategy tool kit around this course.",1
96010,Well put together course with relevant and interesting supplementary reading. A delight to participate.,1
96011,Thank you you are great,1
96012,Thanks,1
96013,The materials were interesting and relevant. The instructions for the final project were a bit cryptic - it was not completely clear what the instructor wanted. The submissions I reviewed were all over the board and none came close to the grading rubric,1
96014,I really liked the style of learning as well as the course content which gives me a broad overview of formulation of strategies.,1
96015,"Huge difference reading feedback from peers. Videos short and sweet. Will love to have recommended extra reading, videos, etc.",1
96016,A very good follow-up to the strategic management course in the strategic management specialisation. I had fun learning everything.,1
96017,The course is very clear on its objectives and well explained!,1
96018,"This was a tough one. Thank you for adopting case studies like Vestas and Carlsberg to help us understand various aspects of formulation. More importantly, pitfalls to be avoided.",1
96019,"This is excellent course, the only reason why I am rating 4 stars because it does not allow you take the quizes",1
96020,Another good course from Copenhagen University... Must join..,1
96021,Good experience of learning.,1
96022,Excellent sessions and good instruction.,1
96023,Could be improved.. the ideas seem disconnected there is no clear flow of the ideas presented in different weeks and the specific actions to formulate a strategy. but overall good course with excellent frameworks. Thanks a lot Coursera,1
96024,I love this course! This is the best specialization I've taken so far.,1
96025,"The professor isn't that great, and really difficult to follow (high speed, English pronunciation not obvious). The assignment was also really similar to the",0
96026,Too few students.,1
96027,Great quality lectures and fun real life examples! Would be even better if more structured background literature was given and more connections were being drawn between coursework from different weeks.,1
96028,"I give this course a 5-star review. The learning strikes a perfect balance between challenging one's limits and being relaxed and enjoyable. I feel relaxed in the course, but at the same time I feel like it's always 1% beyond my reach, which really pushes me to work harder! It stretches my own limitations and encourages me to excel, without being too much to handle. I think that this course belongs amongst the top elite courses offered by Coursera. Bravo!",1
96029,It was a very good experience to take this course. Thank you!,1
96030,Very practical course with a lot of interesting info. Excellent performance of the videos.,1
96031,Great and clear Week 1 Presentation !,1
96032,"I only dislike the fact that wasn't very clear the instructions for the final project, every work I reviewed and also mine, were very different, I think that everybody understand a different thing, and that wouldn't happen if the instructions were clear.",1
96033,At times a direct contrast the the precursor class. Assignments too easy. Lectures okay but syllabus lacked structure. Too easy. Wasted time.,0
96034,Excellent insight into the language and dynamics of strategy formulation.,1
96035,Great Course!,1
96036,Interesting but not really practical. This module could benefit of more examples when it comes to formulating strategies.,1
96037,"Great education and a very good setup, but the final assignment is very vague, so it's challenging. I think that when a professor gives a vague assignment, he should be the one grading the work, because peer grading only works best when they know exactly what they are supposed to be grading.",1
96038,Great course with good material and lecturer,1
96039,Really comprehensive course. Well worth doing.,1
96040,Excelent course and teachers!! Congratulations!!,1
96041,Very interesting courses,1
96042,"I really enjoyed the Professor's presentation style, and the format of the course (quizzes with one large assignment at the end). It would have been helpful however to have had the slides available for download.",1
96043,this course learn a lot of thing to me and give me many new idea,1
96044,"Nice form, shallow content. Simply too simple. Beware: upgrade / fee required for last two exams.",0
96045,The Course is very easy to follow and information presented is meaningful and up to date manner.,1
96046,Very useful to learn the basics of social media analysis (twitter and youtube) with python and R.It's a good course to start.,1
96047,"The course material should be provided on coursera itself. Instead of having to download a 1.8GB dataset from yelp, the two files could have been shared here.",1
96048,"A good, basic introduction to Social Media Data Analytics",1
96049,"I'd like to give just one star rating for this course, as it is very far from what I expected. The course expect students to know Python, to know R, but did not go deep enough to help students understand the insight from social media data. In fact, lots of R task can be replaced with Python, so the course could be designed in a much better way that students do not always switch between two programming environments. This course mainly teaches how to download data with keywords, and how to plot graph, not worth the effort of learning. Therefore, I would not recommend this course to anyone.",0
96050,"Far from being a real course, it need polishing, at this point it looks more like a basic tutorial with a few error, perhaps next versions will be better.",0
96051,"Good overview, could be more robust and thorough!",1
96052,This is an inroductory cousre tou,1
96053,It can be more exhaustive..,1
96054,"Interesting course, could have added a bit more on how to write basic scripts or more ways of social media analytics",1
96055,"Tips you into the direction of great resources, but sometimes lacks in the explanations, leaving most code not explained. Not a deal breaker, and a worthy introduction but a more detailed explanation at times would help.",1
96056,An amazing course that was just what I was looking for as a violinist who is interested in learning to teach. My kids are working through the curriculum now and we are all having a great time!,1
96057,Stellar! Great concepts explained well and demonstrated on real students. Will help me immensely in my own teaching.,1
96058,Incredibly helpful. Thank you.,1
96059,It is a really good course. I learned a lot. It is an essencial tool for teachers. Thank you,1
96060,"This course has been immensely helpful in teaching how to teach the violin. I recently started teaching violin lessons and I am so much more confident about instructing my students correctly from the beginning, thanks to this course. It was fantastic to see the teaching happening, making the course practical, not just theoretical. Thank you!",1
96061,"Ms. Spencer and the team are wonderful; the videos are well produced, and all the handouts and music with accompaniment have been priceless.",1
96062,"This pedagogy course is great, but I think it is missing real students learning the current lesson... I feel that the students try just one, and make it perfect, they already know... The teacher could show us how to eliminate their difficulties... Almost 5 stars!",1
96063,"Great Course, a lot of tools and information, very well presented",1
96064,top knotch! great learning tools and instruction was easy to follow! Thank you!,1
96065,I loved this course. It helped me very much and I'm grateful for everything I learned here.The only thing I think need to be improved is the evaluation system.Can't wait for my next course!,1
96066,So thorough and informative!,1
96067,"I am very grateful for Stacia Spencer and Northwestern University for taking the time to put this course on Coursera. The videos, google hangouts, and supplementary materials have been incredibly helpful and opened my eyes to another side of violin pedagogy.",1
96068,"Best course for music teachers and students as well. From this course one can learn basic to advanced things and proper method to play the instrument. The instructor also teaches the lessons interestingly in a new way, and shares many good different techniques to learn by heart the tunes.",1
96069,Great course!,1
96070,Very EXCELLENT course,1
96071,An excellent resource for violin teachers!!!,1
96072,It's very helpful. I'm so luckily to meet this course.,1
96073,I am really satisfied with the class. I love your teaching techniques. Thank you really.,1
96074,The early stage of violin learning is usually thought to be much more difficult than any other kinds of instruments such as piano. I had not expected that violin could be taught so smoothly in such a systematic and scientific way until I enrolled in this course. Ms Spencer introduced a series of skills not only to prevent those common bad habits but also to make the violin learning so fascinating especially for young kids.,1
96075,"This MOOC has taught me new ways to approach violin teaching, especially with younger kids. It showed the basic principles as well as different skills and techniques that are essential/ important in teaching and playing. It gave a wide variety of fun exercises for students. This course gave me new insight in violin teaching that I can confidently apply with my students.",1
96076,Excellent and very complete class,1
96077,"A rather non-engaged teacher ho does not know what goes on with the reviews. She does not have enough people to review the written assignment and the assignments go UN-reviewed leading to a 'no-grade' whihc is ridiculous. It is not even clear how the written reviews are graded. She is not involved and does not serve to inspect the work of the students to ascertain that a grade is in order. Three reviews are requited for a grade, but she has so few reviewers that one might only get one review and then fail. Very inept. Stay away from this one. She does not get involved with answering questions of students either. Her internet activity is rated a 2/5 whihc I did not know until I got involved with this course. Observation of the video showing her teaching is terrible. She places herself in front of the camera and one cannot see the placement of the student's fingers or most importantly what is actually happening on the fret board with the finger movement. She also places herself directly in front of the camera blocking a clear view of everything - poor video skills.",0
96078,this course looks like for kids ... but this is not - we adults can learn way too many things too - totally recommended - very well conducted and informational - thanks!,1
96079,"This course is wonderful not only for violin teachers but also for students who are apt to self-study. The instructive videos are very concise, informative and well-organized. The musical examples are among the best for the demonstrated techniques.",1
96080,Super! Very valuable experience with Bootstrap!,1
96081,"Nice,i think bootstrap not too hard to understand.",1
